,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
8568,ENSG00000120709,138331935,138349729,5,protein_coding,FAM53C,ENSMUSG00000034300,34891959,34906813,18,protein_coding,Fam53c
15461,ENSG00000162771,212624474,212626775,1,protein_coding,FAM71A,ENSMUSG00000091017,190894781,190897014,1,protein_coding,Fam71a
2245,ENSG00000170613,157161846,157166264,5,protein_coding,FAM71B,ENSMUSG00000020401,46287386,46298809,11,protein_coding,Fam71b
13574,ENSG00000172717,67189393,67228550,14,protein_coding,FAM71D,ENSMUSG00000056987,78738309,78781290,12,protein_coding,Fam71d
12793,ENSG00000142530,50466785,50476848,19,protein_coding,FAM71E1,ENSMUSG00000051113,44146005,44150910,7,protein_coding,Fam71e1
15513,ENSG00000180043,55354908,55363260,19,protein_coding,FAM71E2,ENSMUSG00000092518,4756225,4774301,7,protein_coding,Fam71e2
10346,ENSG00000135248,128709061,128731743,7,protein_coding,FAM71F1,ENSMUSG00000039742,29319139,29336018,6,protein_coding,Fam71f1
15323,ENSG00000205085,128671693,128687877,7,protein_coding,FAM71F2,ENSMUSG00000079652,29279592,29290679,6,protein_coding,Fam71f2
6215,ENSG00000009780,27725961,27763116,1,protein_coding,FAM76A,ENSMUSG00000028878,132626524,132649869,4,protein_coding,Fam76a
9644,ENSG00000077458,95768953,95790409,11,protein_coding,FAM76B,ENSMUSG00000037808,13739012,13766283,9,protein_coding,Fam76b
12699,ENSG00000126882,131258076,131276510,9,protein_coding,FAM78A,ENSMUSG00000050592,31940067,31974869,2,protein_coding,Fam78a
13943,ENSG00000188859,166057426,166167001,1,protein_coding,FAM78B,ENSMUSG00000060568,166828986,166918871,1,protein_coding,Fam78b
7859,ENSG00000157470,59372693,59523555,15,protein_coding,FAM81A,ENSMUSG00000032224,69995793,70049842,9,protein_coding,Fam81a
15671,ENSG00000153347,95391366,95450454,5,protein_coding,FAM81B,ENSMUSG00000109228,76349827,76453191,13,protein_coding,Fam81b
12811,ENSG00000147689,123178960,123210079,8,protein_coding,FAM83A,ENSMUSG00000051225,57848815,57874405,15,protein_coding,Fam83a
7943,ENSG00000168143,54846771,54945099,6,protein_coding,FAM83B,ENSMUSG00000032358,76397336,76474398,9,protein_coding,Fam83b
15024,ENSG00000125998,35285731,35292425,20,protein_coding,FAM83C,ENSMUSG00000074647,155669468,155676774,2,protein_coding,Fam83c
5567,ENSG00000101447,38926312,38953106,20,protein_coding,FAM83D,ENSMUSG00000027654,158610013,158628557,2,protein_coding,Fam83d
13226,ENSG00000105523,48599961,48615076,19,protein_coding,FAM83E,ENSMUSG00000054161,45370636,45378916,7,protein_coding,Fam83e
3270,ENSG00000133477,39994954,40043534,22,protein_coding,FAM83F,ENSMUSG00000022408,80556048,80584626,15,protein_coding,Fam83f
11134,ENSG00000188522,18968789,19004764,17,protein_coding,FAM83G,ENSMUSG00000042377,61574917,61600777,11,protein_coding,Fam83g
11986,ENSG00000180921,143723933,143738234,8,protein_coding,FAM83H,ENSMUSG00000046761,75872942,75886185,15,protein_coding,Fam83h
11325,ENSG00000182118,231018958,231040254,1,protein_coding,FAM89A,ENSMUSG00000043068,125466996,125478571,8,protein_coding,Fam89a
4230,ENSG00000176973,65572349,65574198,11,protein_coding,FAM89B,ENSMUSG00000024939,5778115,5779681,19,protein_coding,Fam89b
14576,ENSG00000137414,17600302,17611719,6,protein_coding,FAM8A1,ENSMUSG00000069237,46822998,46831532,13,protein_coding,Fam8a1
9424,ENSG00000176853,123768439,123815452,8,protein_coding,FAM91A1,ENSMUSG00000037119,58287317,58329589,15,protein_coding,Fam91a1
321,ENSG00000119812,33532744,33599347,2,protein_coding,FAM98A,ENSMUSG00000002017,75844081,75858941,17,protein_coding,Fam98a
5401,ENSG00000171262,38454127,38487710,15,protein_coding,FAM98B,ENSMUSG00000027349,117080220,117102021,2,protein_coding,Fam98b
7042,ENSG00000130244,38403093,38409088,19,protein_coding,FAM98C,ENSMUSG00000030590,28851935,28855659,7,protein_coding,Fam98c
8328,ENSG00000198690,30890559,30943108,15,protein_coding,FAN1,ENSMUSG00000033458,63996506,64023843,7,protein_coding,Fan1
8146,ENSG00000187741,89737549,89816657,16,protein_coding,FANCA,ENSMUSG00000032815,123995039,124045315,8,protein_coding,Fanca
12180,ENSG00000181544,14835961,14873069,X,protein_coding,FANCB,ENSMUSG00000047757,163763588,163780268,X,protein_coding,Fancb
2780,ENSG00000158169,95099054,95426796,9,protein_coding,FANCC,ENSMUSG00000021461,63432857,63645092,13,protein_coding,Fancc
8471,ENSG00000144554,10026370,10101932,3,protein_coding,FANCD2,ENSMUSG00000034023,113508643,113573978,6,protein_coding,Fancd2
8453,ENSG00000163705,10081317,10108255,3,protein_coding,FANCD2OS,ENSMUSG00000033963,113573722,113577676,6,protein_coding,Fancd2os
996,ENSG00000112039,35452338,35467102,6,protein_coding,FANCE,ENSMUSG00000007570,28532493,28545546,17,protein_coding,Fance
15508,ENSG00000183161,22622533,22625823,11,protein_coding,FANCF,ENSMUSG00000092118,51510325,51512015,7,protein_coding,Fancf
5973,ENSG00000221829,35073835,35079942,9,protein_coding,FANCG,ENSMUSG00000028453,43002343,43010506,4,protein_coding,Fancg
10167,ENSG00000140525,89243945,89317261,15,protein_coding,FANCI,ENSMUSG00000039187,79041677,79100012,7,protein_coding,Fanci
590,ENSG00000115392,58159243,58241372,2,protein_coding,FANCL,ENSMUSG00000004018,26336135,26421876,11,protein_coding,Fancl
13441,ENSG00000187790,45135930,45200890,14,protein_coding,FANCM,ENSMUSG00000055884,65122377,65178832,12,protein_coding,Fancm
13092,ENSG00000203780,125896564,126009592,10,protein_coding,FANK1,ENSMUSG00000053111,133378590,133483261,7,protein_coding,Fank1
57,ENSG00000078098,162170684,162245151,2,protein_coding,FAP,ENSMUSG00000000392,62331287,62404419,2,protein_coding,Fap
7127,ENSG00000197601,13668668,13732346,11,protein_coding,FAR1,ENSMUSG00000030759,113113041,113170718,7,protein_coding,Far1
6921,ENSG00000064763,29149016,29341121,12,protein_coding,FAR2,ENSMUSG00000030303,147948757,148084256,6,protein_coding,Far2
4535,ENSG00000152767,98142562,98455176,13,protein_coding,FARP1,ENSMUSG00000025555,121272612,121521156,14,protein_coding,Farp1
8486,ENSG00000006607,241356285,241494841,2,protein_coding,FARP2,ENSMUSG00000034066,93439801,93549698,1,protein_coding,Farp2
2768,ENSG00000145982,5261044,5829192,6,protein_coding,FARS2,ENSMUSG00000021420,36301395,36910254,13,protein_coding,Fars2
567,ENSG00000179115,12922479,12934037,19,protein_coding,FARSA,ENSMUSG00000003808,85583618,85595886,8,protein_coding,Farsa
4829,ENSG00000116120,222566899,222656092,2,protein_coding,FARSB,ENSMUSG00000026245,78394612,78465534,1,protein_coding,Farsb
4145,ENSG00000026103,88953813,89029605,10,protein_coding,FAS,ENSMUSG00000024778,34268066,34305172,19,protein_coding,Fas
118,ENSG00000117560,172659103,172666876,1,protein_coding,FASLG,ENSMUSG00000000817,161608258,161616064,1,protein_coding,Fasl
4339,ENSG00000169710,82078338,82098294,17,protein_coding,FASN,ENSMUSG00000025153,120696672,120715373,11,protein_coding,Fasn
6262,ENSG00000164896,151076624,151080866,7,protein_coding,FASTK,ENSMUSG00000028959,24643438,24650285,5,protein_coding,Fastk
5271,ENSG00000138399,169528508,169573875,2,protein_coding,FASTKD1,ENSMUSG00000027086,69517159,69543860,2,protein_coding,Fastkd1
4683,ENSG00000118246,206765357,206796189,2,protein_coding,FASTKD2,ENSMUSG00000025962,63769773,63793814,1,protein_coding,Fastkd2
2812,ENSG00000124279,7859159,7869037,5,protein_coding,FASTKD3,ENSMUSG00000021532,68730353,68740457,13,protein_coding,Fastkd3
15255,ENSG00000215251,3146519,3159865,20,protein_coding,FASTKD5,ENSMUSG00000079043,130455760,130471947,2,protein_coding,Fastkd5
14613,ENSG00000083857,186587794,186726722,4,protein_coding,FAT1,ENSMUSG00000070047,45388484,45505294,8,protein_coding,Fat1
13377,ENSG00000086570,151504092,151591331,5,protein_coding,FAT2,ENSMUSG00000055333,55141435,55227390,11,protein_coding,Fat2
15003,ENSG00000165323,92224818,92896473,11,protein_coding,FAT3,ENSMUSG00000074505,15821485,16412581,9,protein_coding,Fat3
11982,ENSG00000196159,125314918,125492932,4,protein_coding,FAT4,ENSMUSG00000046743,38941089,39066134,3,protein_coding,Fat4
13155,ENSG00000147378,151716035,151723194,X,protein_coding,FATE1,ENSMUSG00000053593,71016592,71032652,X,protein_coding,Fate1
5867,ENSG00000146267,99271168,99350062,6,protein_coding,FAXC,ENSMUSG00000028246,21931329,21996839,4,protein_coding,Faxc
2446,ENSG00000188878,75909574,75941140,17,protein_coding,FBF1,ENSMUSG00000020776,116033111,116058992,11,protein_coding,Fbf1
13729,ENSG00000134452,5890203,5937594,10,protein_coding,FBH1,ENSMUSG00000058594,11747384,11782393,2,protein_coding,Fbh1
12012,ENSG00000105202,39834458,39846379,19,protein_coding,FBL,ENSMUSG00000046865,27869135,27878694,7,protein_coding,Fbl
869,ENSG00000162458,15756607,15786594,1,protein_coding,FBLIM1,ENSMUSG00000006219,141303373,141333407,4,protein_coding,Fblim1
12785,ENSG00000188573,168529305,168530634,5,protein_coding,FBLL1,ENSMUSG00000051062,35688209,35689711,11,protein_coding,Fbll1
894,ENSG00000077942,45502238,45601135,22,protein_coding,FBLN1,ENSMUSG00000006369,85090150,85170736,15,protein_coding,Fbln1
14292,ENSG00000163520,13549125,13638422,3,protein_coding,FBLN2,ENSMUSG00000064080,91189437,91249522,6,protein_coding,Fbln2
2657,ENSG00000140092,91869411,91947987,14,protein_coding,FBLN5,ENSMUSG00000021186,101712824,101785314,12,protein_coding,Fbln5
5427,ENSG00000144152,112138385,112188218,2,protein_coding,FBLN7,ENSMUSG00000027386,128704901,128738954,2,protein_coding,Fbln7
5318,ENSG00000166147,48408313,48645721,15,protein_coding,FBN1,ENSMUSG00000027204,125142514,125349913,2,protein_coding,Fbn1
4073,ENSG00000138829,128257909,128659185,5,protein_coding,FBN2,ENSMUSG00000024598,58141695,58343559,18,protein_coding,Fbn2
14597,ENSG00000165140,94603133,94640249,9,protein_coding,FBP1,ENSMUSG00000069805,63012567,63036096,13,protein_coding,Fbp1
2777,ENSG00000130957,94558720,94593824,9,protein_coding,FBP2,ENSMUSG00000021456,62984691,63006236,13,protein_coding,Fbp2
11150,ENSG00000156860,30658431,30670810,16,protein_coding,FBRS,ENSMUSG00000042423,127078371,127090883,7,protein_coding,Fbrs
11366,ENSG00000112787,132489551,132585188,12,protein_coding,FBRSL1,ENSMUSG00000043323,110509620,110596468,5,protein_coding,Fbrsl1
14414,ENSG00000127452,9810267,9827816,19,protein_coding,FBXL12,ENSMUSG00000066892,20529414,20556063,9,protein_coding,Fbxl12
12324,ENSG00000161040,102813230,103074839,7,protein_coding,FBXL13,ENSMUSG00000048520,21688845,21850632,5,protein_coding,Fbxl13
4385,ENSG00000107872,102419189,102423136,10,protein_coding,FBXL15,ENSMUSG00000025226,46316623,46318885,19,protein_coding,Fbxl15
4587,ENSG00000127585,692498,705808,16,protein_coding,FBXL16,ENSMUSG00000025738,26028059,26040229,17,protein_coding,Fbxl16
3746,ENSG00000145743,107859035,108382098,5,protein_coding,FBXL17,ENSMUSG00000023965,63364447,63807012,17,protein_coding,Fbxl17
14396,ENSG00000155034,5431335,5513809,7,protein_coding,FBXL18,ENSMUSG00000066640,142852701,142881176,5,protein_coding,Fbxl18
7157,ENSG00000099364,30923055,30948783,16,protein_coding,FBXL19,ENSMUSG00000030811,127343715,127368655,7,protein_coding,Fbxl19
8024,ENSG00000153558,33277025,33403662,3,protein_coding,FBXL2,ENSMUSG00000032507,113792705,113875259,9,protein_coding,Fbxl2
2513,ENSG00000108306,39252663,39402523,17,protein_coding,FBXL20,ENSMUSG00000020883,97973382,98041229,11,protein_coding,Fbxl20
12682,ENSG00000197361,63597353,63602428,15,protein_coding,FBXL22,ENSMUSG00000050503,66415657,66421891,9,protein_coding,Fbxl22
3118,ENSG00000005812,76992598,77027195,13,protein_coding,FBXL3,ENSMUSG00000022124,103317675,103337002,14,protein_coding,Fbxl3
10558,ENSG00000112234,98868535,98948006,6,protein_coding,FBXL4,ENSMUSG00000040410,22357543,22434091,4,protein_coding,Fbxl4
10350,ENSG00000118564,15604381,15681679,4,protein_coding,FBXL5,ENSMUSG00000039753,43901957,43978980,5,protein_coding,Fbxl5
3365,ENSG00000182325,144355431,144359376,8,protein_coding,FBXL6,ENSMUSG00000022559,76419921,76422946,15,protein_coding,Fbxl6
11407,ENSG00000183580,15500180,15939795,5,protein_coding,FBXL7,ENSMUSG00000043556,26540545,26895666,15,protein_coding,Fbxl7
8283,ENSG00000135722,67159932,67164570,16,protein_coding,FBXL8,ENSMUSG00000033313,105991280,105995958,8,protein_coding,Fbxl8
12272,ENSG00000147912,37510892,37576380,9,protein_coding,FBXO10,ENSMUSG00000048232,45034247,45084604,4,protein_coding,Fbxo10
755,ENSG00000138081,47789316,47906498,2,protein_coding,FBXO11,ENSMUSG00000005371,88298287,88372719,17,protein_coding,Fbxo11
8599,ENSG00000141665,74073353,74147843,18,protein_coding,FBXO15,ENSMUSG00000034391,84952907,84999598,18,protein_coding,Fbxo15
8638,ENSG00000214050,28348287,28490278,8,protein_coding,FBXO16,ENSMUSG00000034532,65504067,65561422,14,protein_coding,Fbxo16
7046,ENSG00000269190,38941401,38975742,19,protein_coding,FBXO17,ENSMUSG00000030598,28416229,28437569,7,protein_coding,Fbxo17
10896,ENSG00000116661,11637018,11655785,1,protein_coding,FBXO2,ENSMUSG00000041556,148245078,148250881,4,protein_coding,Fbxo2
8173,ENSG00000135108,117141991,117190470,12,protein_coding,FBXO21,ENSMUSG00000032898,118114795,118148266,5,protein_coding,Fbxo21
7909,ENSG00000167196,75903876,75942511,15,protein_coding,FBXO22,ENSMUSG00000032309,55116209,55131717,9,protein_coding,Fbxo22
15406,ENSG00000106336,100583982,100601117,7,protein_coding,FBXO24,ENSMUSG00000089984,137610765,137627264,5,protein_coding,Fbxo24
9861,ENSG00000147364,406428,477967,8,protein_coding,FBXO25,ENSMUSG00000038365,13957803,13990522,8,protein_coding,Fbxo25
9545,ENSG00000161243,38990714,39032785,19,protein_coding,FBXO27,ENSMUSG00000037463,28392274,28398763,7,protein_coding,Fbxo27
12142,ENSG00000143756,224114111,224162047,1,protein_coding,FBXO28,ENSMUSG00000047539,182140667,182169194,1,protein_coding,Fbxo28
5303,ENSG00000110429,33740939,33774543,11,protein_coding,FBXO3,ENSMUSG00000027180,103858066,103893585,2,protein_coding,Fbxo3
12162,ENSG00000118496,145793502,145814795,6,protein_coding,FBXO30,ENSMUSG00000047648,11157074,11173796,10,protein_coding,Fbxo30
13068,ENSG00000103264,87326987,87392142,16,protein_coding,FBXO31,ENSMUSG00000052934,122276179,122305545,8,protein_coding,Fbxo31
3242,ENSG00000156804,123497889,123541206,8,protein_coding,FBXO32,ENSMUSG00000022358,58039275,58078328,15,protein_coding,Fbxo32
8899,ENSG00000165355,39397684,39432466,14,protein_coding,FBXO33,ENSMUSG00000035329,59247441,59266511,12,protein_coding,Fbxo33
9563,ENSG00000178974,55271344,55370053,14,protein_coding,FBXO34,ENSMUSG00000037536,47687878,47769419,14,protein_coding,Fbxo34
14902,ENSG00000153832,229922302,230013119,2,protein_coding,FBXO36,ENSMUSG00000073633,84817562,84878208,1,protein_coding,Fbxo36
11078,ENSG00000145868,148383935,148442836,5,protein_coding,FBXO38,ENSMUSG00000042211,62637226,62681766,18,protein_coding,Fbxo38
14636,ENSG00000177294,6776215,6797101,17,protein_coding,FBXO39,ENSMUSG00000070388,72205270,72210242,11,protein_coding,Fbxo39
3146,ENSG00000151876,41925254,41941743,5,protein_coding,FBXO4,ENSMUSG00000022184,3994927,4009055,15,protein_coding,Fbxo4
12177,ENSG00000163833,121593379,121630295,3,protein_coding,FBXO40,ENSMUSG00000047746,36783822,36810829,16,protein_coding,Fbxo40
12038,ENSG00000163013,73254682,73284478,2,protein_coding,FBXO41,ENSMUSG00000047013,85446556,85479976,6,protein_coding,Fbxo41
6239,ENSG00000037637,16246840,16352480,1,protein_coding,FBXO42,ENSMUSG00000028920,140875224,140931373,4,protein_coding,Fbxo42
12271,ENSG00000156509,100133351,100145817,8,protein_coding,FBXO43,ENSMUSG00000048230,36150206,36165030,15,protein_coding,Fbxo43
6291,ENSG00000132879,11654375,11663327,1,protein_coding,FBXO44,ENSMUSG00000029001,148237257,148244939,4,protein_coding,Fbxo44
9016,ENSG00000174013,196568611,196589059,3,protein_coding,FBXO45,ENSMUSG00000035764,32048930,32065976,16,protein_coding,Fbxo45
12672,ENSG00000177051,45710629,45730896,19,protein_coding,FBXO46,ENSMUSG00000050428,18853784,18874097,7,protein_coding,Fbxo46
14627,ENSG00000204952,38936432,38967403,17,protein_coding,FBXO47,ENSMUSG00000070336,97744652,97774980,11,protein_coding,Fbxo47
11661,ENSG00000204923,68459422,68467294,2,protein_coding,FBXO48,ENSMUSG00000044966,16901375,16904772,11,protein_coding,Fbxo48
1903,ENSG00000112029,152970519,152983579,6,protein_coding,FBXO5,ENSMUSG00000019773,5749160,5755600,10,protein_coding,Fbxo5
13383,ENSG00000116663,11664200,11674354,1,protein_coding,FBXO6,ENSMUSG00000055401,148230173,148236597,4,protein_coding,Fbxo6
278,ENSG00000100225,32474676,32498829,22,protein_coding,FBXO7,ENSMUSG00000001786,85857836,85887737,10,protein_coding,Fbxo7
9796,ENSG00000164117,174236658,174283667,4,protein_coding,FBXO8,ENSMUSG00000038206,57004125,57046974,8,protein_coding,Fbxo8
205,ENSG00000112146,53051991,53100873,6,protein_coding,FBXO9,ENSMUSG00000001366,77988781,78016347,9,protein_coding,Fbxo9
2174,ENSG00000072803,171861549,172006873,5,protein_coding,FBXW11,ENSMUSG00000020271,32592724,32696816,11,protein_coding,Fbxw11
9070,ENSG00000119402,120751978,120793416,9,protein_coding,FBXW2,ENSMUSG00000035949,34694526,34716323,2,protein_coding,Fbxw2
10738,ENSG00000107829,101610664,101695295,10,protein_coding,FBXW4,ENSMUSG00000040913,45566693,45648751,19,protein_coding,Fbxw4
1390,ENSG00000159069,136940435,136944738,9,protein_coding,FBXW5,ENSMUSG00000015095,25390762,25395483,2,protein_coding,Fbxw5
5787,ENSG00000109670,152320544,152536092,4,protein_coding,FBXW7,ENSMUSG00000028086,84722575,84886505,3,protein_coding,Fbxw7
8163,ENSG00000174989,116910950,117031148,12,protein_coding,FBXW8,ENSMUSG00000032867,118203030,118293529,5,protein_coding,Fbxw8
1041,ENSG00000132004,12688053,12696631,19,protein_coding,FBXW9,ENSMUSG00000008167,85786684,85793753,8,protein_coding,Fbxw9
4908,ENSG00000162897,206957965,206970625,1,protein_coding,FCAMR,ENSMUSG00000026415,130728639,130742477,1,protein_coding,Fcamr
747,ENSG00000179639,159289714,159308224,1,protein_coding,FCER1A,ENSMUSG00000005339,173048851,173054781,1,protein_coding,Fcer1a
13742,ENSG00000158869,161215234,161220699,1,protein_coding,FCER1G,ENSMUSG00000058715,171057141,171061934,1,protein_coding,Fcer1g
780,ENSG00000104921,7688758,7702146,19,protein_coding,FCER2,ENSMUSG00000005540,3731737,3744175,8,protein_coding,Fcer2a
522,ENSG00000104870,49506816,49526428,19,protein_coding,FCGRT,ENSMUSG00000003420,44742414,44753275,7,protein_coding,Fcgrt
14609,ENSG00000130475,17747718,17788568,19,protein_coding,FCHO1,ENSMUSG00000070000,72161031,72178360,8,protein_coding,Fcho1
10933,ENSG00000157107,72956041,73090522,5,protein_coding,FCHO2,ENSMUSG00000041685,98859911,98951957,13,protein_coding,Fcho2
9921,ENSG00000197948,141639302,141651418,5,protein_coding,FCHSD1,ENSMUSG00000038524,38090484,38102827,18,protein_coding,Fchsd1
7091,ENSG00000137478,72836745,73142318,11,protein_coding,FCHSD2,ENSMUSG00000030691,100742070,100933612,7,protein_coding,Fchsd2
11168,ENSG00000162894,206903317,206923247,1,protein_coding,FCMR,ENSMUSG00000042474,130793406,130808528,1,protein_coding,Fcmr
13885,ENSG00000163534,157794403,157820120,1,protein_coding,FCRL1,ENSMUSG00000059994,87283694,87310241,3,protein_coding,Fcrl1
12240,ENSG00000143297,157513377,157552515,1,protein_coding,FCRL5,ENSMUSG00000048031,87343080,87407985,3,protein_coding,Fcrl5
9886,ENSG00000132185,161706972,161714352,1,protein_coding,FCRLA,ENSMUSG00000038421,170745145,170755152,1,protein_coding,Fcrla
14655,ENSG00000162746,161721563,161728143,1,protein_coding,FCRLB,ENSMUSG00000070524,170734842,170740510,1,protein_coding,Fcrlb
1485,ENSG00000132704,157745733,157777132,1,protein_coding,FCRL2,ENSMUSG00000015852,87158065,87171045,3,protein_coding,Fcrls
8383,ENSG00000157353,70454595,70480274,16,protein_coding,FCSK,ENSMUSG00000033703,111609088,111629120,8,protein_coding,Fcsk
